ECG,RED,IR,PCG
2044,103200,74114,0
2004,103152,74222,0
2054,103203,74196,0
2028,103203,74204,0
2037,103169,74178,0
2068,103234,74162,0
2076,103173,74221,0
2076,103201,74172,0
2076,103230,74144,0
2076,103186,74154,0
2082,103174,74117,0
2076,103160,74214,0
2072,103180,74153,0
2076,103161,74170,0
2076,103195,74160,0
2068,103195,74155,0
2064,103182,74212,0
2032,103206,74178,0
2061,103204,74128,0
2060,103189,74199,0
2060,103221,74185,0
2066,103169,74195,0
2066,103164,74202,0
2076,103237,74165,0
2076,103179,74183,0
2072,103184,74182,0
2080,103182,74172,0
2074,103210,74194,0
2040,103237,74144,0
2076,103184,74108,0
2077,103178,74253,0
2076,103195,74165,0
2080,103206,74158,0
2064,103142,74199,0
2032,103224,74168,0
2032,103164,74209,0
2024,103181,74163,0
2060,103229,74156,0
2064,103174,74172,0
2064,103217,74181,0
2080,103171,74136,0
2080,103194,74154,0
2060,103243,74164,0
2080,103190,74168,0
2088,103181,74189,0
2088,103163,74183,0
2094,103253,74163,0
2092,103196,74185,0
2098,103148,74159,0
2096,103208,74197,0
2089,103176,74205,0
2089,103215,74176,0
2088,103205,74136,0
2088,103183,74198,0
2080,103226,74198,0
2080,103183,74121,0
2080,103193,74219,0
2082,103229,74166,0
2082,103182,74171,0
2084,103116,74230,0
2082,103245,74167,0
2088,103191,74189,0
2092,103123,74179,0
2096,103223,74218,0
2112,103147,74235,0
2072,103244,74172,0
2080,103213,74147,0
2076,103179,74201,0
2073,103216,74212,0
2101,103186,74135,0
2108,103209,74229,0
2116,103215,74152,0
2097,103203,74169,0
2092,103127,74169,0
2088,103209,74202,0
2084,103213,74159,0
2082,103170,74194,0
2080,103186,74216,0
2075,103192,74166,0
2080,103192,74215,0
2084,103228,74177,0
2080,103183,74130,0
2088,103152,74252,0
2092,103217,74198,0
2090,103176,74172,0
2088,103135,74175,0
2101,103242,74170,0
2097,103174,74231,0
2096,103189,74192,0
2104,103190,74138,0
2096,103192,74203,0
2064,103203,74186,0
2102,103166,74172,0
2104,103161,74235,0
2097,103240,74173,0
2100,103176,74173,0
2088,103125,74203,0
2060,103216,74198,0
2070,103192,74204,0
2062,103201,74184,0
2060,103210,74185,0
2082,103181,74251,0
2088,103200,74183,0
2126,103209,74158,0
2076,103190,74209,0
2120,103194,74206,0
2117,103173,74201,0
2120,103171,74187,0
2122,103213,74188,0
2118,103190,74165,0
2121,103177,74226,0
2122,103154,74208,0
2116,103204,74200,0
2116,103202,74220,0
2108,103205,74156,0
2076,103167,74193,0
2112,103153,74243,0
2112,103233,74190,0
2124,103205,74147,0
2136,103158,74209,0
2112,103236,74215,0
2102,103181,74222,0
2109,103176,74192,0
2112,103228,74175,0
2110,103188,74230,0
2109,103212,74208,0
2116,103170,74163,0
2112,103204,74228,0
2084,103210,74168,0
2076,103176,74147,0
2088,103146,74245,0
2080,103245,74178,0
2088,103201,74216,0
2106,103130,74164,0
2101,103207,74215,0
2090,103163,74228,0
2105,103231,74208,0
2096,103204,74198,0
2104,103174,74229,0
2108,103188,74232,0
2112,103176,74196,0
2096,103213,74214,0
2120,103133,74201,0
2116,103221,74188,0
2130,103185,74255,0
2124,103189,74187,0
2124,103218,74183,0
2117,103179,74216,0
2122,103202,74204,0
2116,103140,74169,0
2112,103148,74237,0
2106,103241,74193,0
2112,103170,74204,0
2068,103159,74209,0
2068,103186,74214,0
2101,103181,74215,0
2096,103217,74180,0
2100,103188,74160,0
2101,103167,74264,0
2108,103184,74226,0
2104,103198,74164,0
2072,103156,74221,0
2076,103210,74186,0
2085,103165,74256,0
2088,103128,74223,0
2136,103247,74193,0
2110,103173,74206,0
2088,103206,74183,0
2112,103162,74195,0
2138,103179,74162,0
2116,103182,74159,0
2120,103175,74199,0
2130,103202,74228,0
2152,103192,74241,0
2120,103180,74189,0
2116,103145,74242,0
2120,103229,74193,0
2116,103180,74263,0
2088,103094,74232,0
2116,103257,74226,0
2128,103183,74221,0
2128,103197,74201,0
2129,103168,74221,0
2128,103153,74238,0
2166,103212,74206,0
2132,103175,74133,0
2136,103173,74247,0
2148,103194,74226,0
2152,103179,74228,0
2154,103133,74202,0
2144,103201,74179,0
2122,103156,74264,0
2144,103151,74208,0
2104,103190,74176,0
2098,103191,74241,0
2118,103208,74177,0
2100,103169,74175,0
2130,103134,74259,0
2126,103233,74213,0
2116,103174,74176,0
2128,103124,74240,0
2109,103175,74236,0
2124,103159,74213,0
2132,103182,74233,0
2122,103190,74224,0
2137,103164,74212,0
2136,103146,74257,0
2140,103212,74206,0
2140,103196,74145,0
2136,103171,74236,0
2138,103204,74228,0
2132,103136,74180,0
2128,103162,74231,0
2132,103219,74207,0
2126,103141,74189,0
2104,103090,74245,0
2120,103201,74210,0
2120,103180,74243,0
2112,103131,74204,0
2120,103197,74187,0
2122,103149,74249,0
2134,103170,74213,0
2128,103195,74158,0
2136,103143,74236,0
2136,103211,74217,0
2112,103141,74238,0
2115,103134,74215,0
2116,103226,74198,0
2114,103167,74218,0
2106,103158,74221,0
2144,103160,74189,0
2136,103174,74234,0
2132,103202,74206,0
2128,103169,74159,0
2120,103134,74263,0
2106,103147,74230,0
2120,103215,74222,0
2110,103187,74249,0
2102,103195,74202,0
2109,103132,74238,0
2105,103089,74236,0
2109,103236,74205,0
2124,103149,74214,0
2116,103136,74224,0
2130,103185,74240,0
2148,103168,74231,0
2140,103205,74197,0
2140,103152,74155,0
2144,103151,74269,0
2142,103158,74224,0
2136,103169,74185,0
2124,103142,74246,0
2120,103220,74199,0
2124,103156,74245,0
2125,103087,74224,0
2128,103221,74219,0
2136,103160,74235,0
2096,103178,74196,0
2096,103149,74215,0
2100,103149,74258,0
2109,103222,74206,0
2132,103165,74154,0
2134,103142,74287,0
2140,103192,74231,0
2148,103165,74265,0
2150,103189,74185,0
2144,103139,74216,0
2164,103167,74248,0
2145,103169,74242,0
2144,103192,74230,0
2140,103180,74215,0
2128,103164,74180,0
2136,103153,74303,0
2136,103172,74227,0
2120,103178,74176,0
2109,103153,74254,0
2116,103191,74227,0
2112,103152,74245,0
2120,103119,74245,0
2118,103224,74226,0
2118,103168,74231,0
2132,103121,74241,0
2126,103178,74225,0
2124,103168,74249,0
2140,103203,74224,0
2140,103171,74167,0
2112,103174,74319,0
2144,103170,74272,0
2108,103177,74215,0
2108,103144,74251,0
2105,103197,74232,0
2112,103154,74280,0
2130,103146,74232,0
2126,103199,74220,0
2128,103164,74261,0
2124,103191,74240,0
2128,103165,74265,0
2128,103135,74226,0
2136,103226,74238,0
2140,103113,74250,0
2128,103156,74279,0
2158,103107,74259,0
2160,103198,74253,0
2170,103186,74272,0
2172,103188,74228,0
2176,103161,74231,0
2181,103171,74307,0
2180,103231,74258,0
2188,103188,74235,0
2186,103126,74281,0
2190,103230,74289,0
2186,103150,74280,0
2184,103213,74260,0
2189,103182,74211,0
2186,103177,74295,0
2188,103205,74282,0
2176,103191,74219,0
2174,103205,74299,0
2184,103217,74252,0
2194,103178,74250,0
2153,103158,74343,0
2166,103207,74272,0
2164,103196,74263,0
2166,103134,74263,0
2160,103224,74290,0
2192,103168,74305,0
2201,103165,74261,0
2196,103229,74262,0
2192,103187,74265,0
2194,103194,74299,0
2188,103126,74286,0
2173,103227,74277,0
2182,103176,74197,0
2208,103216,74297,0
2170,103173,74318,0
2175,103131,74286,0
2176,103266,74269,0
2148,103169,74283,0
2168,103179,74300,0
2176,103183,74288,0
2168,103183,74323,0
2174,103239,74284,0
2178,103174,74232,0
2180,103177,74352,0
2184,103207,74292,0
2176,103210,74264,0
2184,103165,74298,0
2180,103227,74290,0
2156,103167,74334,0
2170,103114,74285,0
2188,103256,74287,0
2160,103193,74306,0
2130,103190,74306,0
2128,103207,74306,0
2124,103183,74329,0
2130,103243,74288,0
2152,103189,74219,0
2154,103185,74345,0
2160,103206,74301,0
2170,103207,74305,0
2174,103187,74267,0
2144,103229,74313,0
2138,103151,74342,0
2164,103159,74331,0
2168,103240,74292,0
2173,103222,74287,0
2165,103185,74256,0
2188,103161,74378,0
2157,103221,74309,0
2154,103210,74315,0
2156,103155,74306,0
2144,103248,74309,0
2148,103201,74358,0
2140,103215,74316,0
2112,103224,74272,0
2142,103200,74321,0
2140,103222,74318,0
2140,103188,74285,0
2142,103215,74350,0
2148,103254,74297,0
2136,103194,74281,0
2140,103152,74371,0
2152,103221,74320,0
2144,103214,74346,0
2100,103157,74301,0
2126,103224,74316,0
2120,103194,74379,0
2118,103203,74302,0
2141,103236,74313,0
2137,103211,74321,0
2133,103218,74329,0
2134,103189,74304,0
2132,103198,74293,0
2132,103231,74341,0
2132,103214,74300,0
2140,103212,74336,0
2141,103196,74354,0
2150,103248,74317,0
2150,103207,74291,0
2142,103178,74359,0
2136,103240,74366,0
2150,103193,74349,0
2158,103188,74361,0
2160,103267,74321,0
2160,103190,74361,0
2168,103152,74356,0
2164,103231,74325,0
2156,103232,74357,0
2152,103227,74306,0
2140,103213,74323,0
2140,103203,74401,0
2121,103242,74333,0
2128,103224,74316,0
2170,103158,74329,0
2124,103249,74370,0
2120,103180,74351,0
2084,103213,74326,0
2080,103257,74335,0
2098,103210,74339,0
2102,103233,74381,0
2130,103202,74300,0
2132,103228,74378,0
2128,103259,74323,0
2132,103214,74337,0
2116,103248,74362,0
2114,103235,74346,0
2105,103210,74319,0
2096,103225,74348,0
2088,103200,74340,0
2076,103245,74383,0
2066,103219,74380,0
2052,103255,74348,0
2040,103208,74301,0
2032,103205,74418,0
2024,103244,74376,0
2026,103236,74334,0
2001,103210,74384,0
2032,103250,74322,0
2034,103202,74389,0
2044,103149,74369,0
2056,103289,74369,0
2084,103233,74360,0
2092,103245,74347,0
2116,103202,74370,0
2136,103206,74394,0
2188,103278,74357,0
2210,103219,74305,0
2270,103189,74418,0
2290,103222,74392,0
2360,103195,74399,0
2444,103203,74357,0
2500,103259,74349,0
2594,103217,74400,0
2672,103193,74389,0
2764,103255,74347,0
2848,103228,74378,0
2932,103248,74336,0
3036,103245,74400,0
3134,103211,74379,0
3244,103278,74379,0
3344,103229,74363,0
3448,103272,74385,0
3552,103216,74412,0
3640,103197,74367,0
3706,103304,74363,0
3758,103209,74392,0
3786,103240,74380,0
3792,103204,74354,0
3776,103218,74397,0
3748,103266,74370,0
3710,103226,74324,0
3672,103211,74446,0
3616,103243,74405,0
3548,103234,74393,0
3488,103204,74399,0
3416,103276,74382,0
3336,103227,74450,0
3264,103202,74374,0
3180,103268,74368,0
3100,103214,74405,0
2996,103241,74393,0
2928,103216,74382,0
2840,103229,74434,0
2788,103296,74383,0
2740,103217,74320,0
2638,103205,74451,0
2568,103259,74409,0
2520,103225,74371,0
2448,103264,74382,0
2388,103227,74379,0
2328,103237,74397,0
2284,103202,74411,0
2232,103208,74378,0
2193,103236,74341,0
2152,103213,74435,0
2114,103255,74432,0
2092,103205,74410,0
2060,103204,74412,0
2002,103295,74374,0
1984,103239,74432,0
2001,103204,74419,0
1970,103240,74383,0
1957,103253,74420,0
1944,103272,74376,0
1920,103222,74384,0
1908,103199,74465,0
1893,103287,74396,0
1880,103261,74427,0
1858,103180,74386,0
1850,103254,74423,0
1840,103211,74428,0
1837,103244,74398,0
1780,103261,74395,0
1776,103226,74405,0
1765,103247,74414,0
1761,103232,74368,0
1794,103252,74460,0
1782,103285,74387,0
1808,103219,74395,0
1796,103198,74449,0
1797,103222,74436,0
1802,103273,74397,0
1808,103265,74384,0
1764,103259,74400,0
1802,103211,74426,0
1812,103203,74420,0
1808,103293,74398,0
1808,103235,74436,0
1810,103217,74432,0
1800,103224,74401,0
1804,103256,74440,0
1838,103277,74390,0
1808,103233,74370,0
1816,103207,74487,0
1813,103264,74419,0
1816,103255,74448,0
1778,103209,74409,0
1814,103264,74407,0
1824,103221,74465,0
1824,103252,74430,0
1832,103279,74380,0
1844,103236,74471,0
1840,103263,74438,0
1844,103220,74441,0
1814,103211,74440,0
1829,103301,74403,0
1820,103237,74421,0
1817,103204,74446,0
1861,103234,74409,0
1852,103243,74438,0
1852,103290,74393,0
1862,103290,74431,0
1865,103234,74467,0
1862,103243,74412,0
1866,103295,74438,0
1868,103244,74388,0
1858,103230,74376,0
1874,103215,74495,0
1876,103262,74419,0
1888,103246,74392,0
1904,103193,74435,0
1898,103280,74458,0
1910,103226,74457,0
1908,103198,74443,0
1905,103303,74407,0
1905,103242,74444,0
1920,103248,74458,0
1910,103238,74437,0
1908,103268,74448,0
1904,103279,74403,0
1872,103213,74378,0
1903,103201,74497,0
1900,103276,74423,0
1912,103244,74451,0
1912,103195,74424,0
1868,103265,74415,0
1872,103219,74498,0
1890,103242,74434,0
1890,103269,74397,0
1925,103237,74454,0
1937,103262,74451,0
1938,103215,74411,0
1944,103246,74468,0
1942,103290,74467,0
1922,103233,74406,0
1938,103197,74480,0
1950,103232,74476,0
1949,103248,74408,0
1952,103268,74453,0
1952,103264,74425,0
1954,103227,74410,0
1960,103215,74491,0
1954,103297,74428,0
1952,103253,74427,0
1924,103183,74472,0
1920,103285,74470,0
1957,103237,74482,0
1960,103248,74440,0
1970,103248,74403,0
1968,103249,74485,0
1970,103241,74450,0
1981,103257,74405,0
1990,103247,74495,0
1984,103270,74415,0
1985,103252,74458,0
1988,103188,74497,0
1994,103305,74452,0
1958,103255,74466,0
1964,103199,74467,0
1952,103279,74484,0
1945,103231,74492,0
1978,103270,74459,0
1980,103277,74442,0
1980,103235,74481,0
1977,103253,74498,0
1986,103234,74467,0
1986,103265,74494,0
1988,103227,74427,0
2005,103260,74471,0
2012,103212,74508,0
2030,103275,74466,0
2024,103269,74437,0
2029,103253,74496,0
2030,103279,74498,0
2034,103229,74468,0
2016,103209,74487,0
2016,103306,74474,0
2018,103241,74481,0
2018,103212,74511,0
2026,103268,74487,0
2014,103275,74493,0
2020,103268,74447,0
2020,103271,74461,0
2020,103255,74514,0
2024,103270,74474,0
2038,103268,74412,0
2028,103241,74482,0
2029,103283,74485,0
2032,103225,74457,0
1996,103246,74496,0
2020,103338,74469,0
2016,103249,74451,0
2020,103194,74483,0
2044,103256,74469,0
2058,103268,74468,0
2056,103283,74448,0
2029,103255,74406,0
2060,103239,74455,0
2056,103257,74465,0
2046,103259,74500,0
2064,103236,74457,0
2046,103253,74425,0
2052,103265,74462,0
2047,103220,74474,0
2056,103215,74438,0
2056,103271,74423,0
2060,103242,74493,0
2029,103239,74435,0
2064,103238,74423,0
2073,103245,74452,0
2080,103268,74418,0
2076,103223,74398,0
2074,103201,74484,0
2078,103264,74416,0
2076,103237,74413,0
2074,103179,74439,0
2062,103266,74440,0
2068,103193,74451,0
2058,103254,74411,0
2068,103241,74396,0
2021,103205,74444,0
2022,103239,74431,0
2028,103229,74357,0
2032,103215,74439,0
2042,103244,74400,0
2070,103195,74423,0
2072,103124,74422,0
2078,103264,74408,0
2086,103231,74400,0
2120,103095,74315,0
2096,103185,74336,0
2080,103210,74294,0
2082,103147,74346,0
2089,103149,74330,0
2088,103155,74263,0
2112,103169,74332,0
2098,103167,74280,0
2101,103123,74309,0
2117,103114,74356,0
2098,103207,74282,0
2105,103148,74306,0
2106,103115,74289,0
2104,103163,74327,0
2076,103118,74333,0
2102,103192,74272,0
2097,103118,74217,0
2085,103129,74335,0
2096,103162,74307,0
2088,103126,74279,0
2076,103114,74327,0
2085,103168,74261,0
2068,103125,74308,0
2086,103073,74287,0
2088,103197,74271,0
2060,103149,74292,0
2080,103163,74255,0
2072,103132,74270,0
2068,103121,74325,0
2108,103177,74279,0
2106,103145,74238,0
2108,103095,74281,0
2125,103176,74307,0
2124,103104,74254,0
2104,103104,74254,0
2112,103104,74254,0
2104,103104,74254,0
2106,103104,74292,0
2104,103154,74281,0
2108,103154,74281,0
2092,103154,74281,0
2096,103154,74281,0
2096,103154,74281,0
2096,103154,74281,0
2088,103154,74281,0
2096,103165,74258,0
2096,103165,74258,0
2100,103165,74258,0
2100,103165,74258,0
2108,103165,74258,0
2110,103165,74258,0
2108,103165,74258,0
2108,103143,74290,0
2108,103143,74290,0
2114,103143,74290,0
2096,103143,74290,0
2092,103143,74290,0
2066,103143,74290,0
2068,103143,74290,0
2080,103143,74215,0
2072,103116,74307,0
2100,103116,74307,0
2098,103116,74307,0
2100,103116,74307,0
2106,103116,74307,0
2112,103094,74302,0
2088,103118,74263,0
2122,103113,74221,0
2128,103121,74288,0
2128,103141,74246,0
2132,103098,74229,0
2128,103074,74320,0
2120,103149,74269,0
2128,103125,74260,0
2132,103065,74262,0
2124,103134,74282,0
2136,103092,74292,0
2088,103131,74270,0
2122,103125,74247,0
2108,103104,74274,0
2112,103131,74302,0
2124,103074,74234,0
2108,103113,74304,0
2114,103149,74246,0
2108,103101,74271,0
2108,103045,74321,0
2116,103134,74270,0
2120,103127,74290,0
2098,103094,74252,0
2092,103126,74279,0
2106,103097,74332,0
2112,103132,74256,0
2104,103119,74204,0
2128,103066,74250,0
2121,103135,74308,0
2118,103071,74298,0
2121,103141,74277,0
2116,103122,74283,0
2120,103128,74233,0
2121,103098,74266,0
2116,103090,74301,0
2109,103147,74256,0
2108,103116,74198,0
2120,103085,74317,0
2114,103111,74286,0
2124,103099,74262,0
2130,103103,74284,0
2121,103157,74248,0
2132,103079,74297,0
2122,103041,74271,0
2120,103147,74257,0
2116,103113,74292,0
2116,103120,74254,0
2120,103098,74272,0
2112,103081,74296,0
2084,103145,74253,0
2112,103114,74221,0
2081,103091,74281,0
2078,103134,74282,0
2069,103098,74281,0
2088,103076,74277,0
2110,103143,74237,0
2116,103082,74297,0
2122,103087,74280,0
2128,103137,74309,0
2130,103119,74228,0
2130,103091,74263,0
2116,103089,74272,0
2128,103106,74289,0
2140,103103,74261,0
2136,103057,74276,0
2130,103146,74240,0
2132,103104,74326,0
2124,103070,74269,0
2108,103142,74258,0
2122,103122,74302,0
2122,103132,74248,0
2134,103080,74247,0
2084,103099,74310,0
2120,103167,74269,0
2124,103102,74253,0
2124,103061,74305,0
2128,103137,74298,0
2124,103094,74299,0
2124,103083,74269,0
2132,103160,74273,0
2132,103105,74301,0
2140,103104,74276,0
2104,103114,74262,0
2104,103131,74308,0
2094,103133,74252,0
2084,103091,74241,0
2128,103066,74326,0
2132,103162,74271,0
2128,103123,74283,0
2128,103062,74267,0
2120,103137,74274,0
2126,103107,74275,0
2120,103146,74303,0
2125,103119,74288,0
2120,103096,74312,0
2106,103103,74316,0
2128,103059,74290,0
2132,103174,74280,0
2134,103118,74298,0
2172,103118,74283,0
2142,103102,74276,0
2132,103127,74340,0
2122,103158,74277,0
2132,103107,74232,0
2136,103089,74369,0
2134,103135,74308,0
2136,103131,74269,0
2124,103080,74301,0
2120,103151,74290,0
2112,103100,74340,0
2120,103057,74288,0
2128,103167,74296,0
2128,103121,74304,0
2134,103137,74287,0
2106,103120,74280,0
2116,103109,74341,0
2122,103174,74289,0
2124,103117,74246,0
2156,103096,74344,0
2154,103157,74315,0
2156,103113,74322,0
2156,103118,74277,0
2156,103151,74274,0
2150,103106,74327,0
2144,103092,74315,0
2153,103155,74300,0
2136,103133,74285,0
2141,103114,74266,0
2140,103069,74362,0
2132,103158,74312,0
2130,103140,74295,0
2124,103080,74289,0
2122,103146,74303,0
2124,103091,74346,0
2117,103120,74310,0
2132,103157,74278,0
2146,103089,74308,0
2148,103139,74324,0
2148,103116,74278,0
2150,103105,74325,0
2148,103183,74298,0
2152,103105,74297,0
2148,103061,74354,0
2148,103145,74312,0
2132,103112,74320,0
2134,103116,74285,0
2096,103148,74274,0
2104,103119,74350,0
2097,103130,74300,0
2096,103136,74267,0
2124,103112,74320,0
2158,103141,74309,0
2124,103086,74273,0
2138,103085,74356,0
2128,103183,74288,0
2128,103116,74278,0
2132,103144,74330,0
2136,103102,74290,0
2150,103123,74307,0
2112,103132,74312,0
2120,103050,74310,0
2140,103156,74320,0
2146,103082,74301,0
2146,103079,74295,0
2138,103166,74285,0
2136,103099,74330,0
2131,103127,74317,0
2156,103099,74240,0
2116,103124,74330,0
2126,103143,74278,0
2120,103113,74302,0
2122,103061,74326,0
2130,103162,74292,0
2124,103123,74297,0
2134,103110,74274,0
2140,103117,74298,0
2157,103098,74324,0
2146,103147,74278,0
2120,103130,74227,0
2148,103109,74304,0
2136,103125,74316,0
2153,103079,74258,0
2172,103107,74331,0
2172,103175,74288,0
2180,103103,74293,0
2156,103044,74323,0
2163,103098,74286,0
2160,103155,74315,0
2164,103090,74270,0
2160,103089,74296,0
2160,103131,74300,0
2152,103109,74289,0
2152,103075,74294,0
2154,103138,74274,0
2164,103100,74336,0
2161,103082,74297,0
2172,103124,74293,0
2136,103113,74317,0
2172,103116,74256,0
2168,103094,74256,0
2216,103085,74339,0
2181,103162,74283,0
2208,103112,74250,0
2166,103062,74324,0
2168,103152,74326,0
2160,103086,74294,0
2158,103068,74310,0
2164,103153,74261,0
2156,103095,74334,0
2160,103050,74302,0
2112,103119,74271,0
2108,103127,74318,0
2138,103120,74283,0
2120,103088,74268,0
2141,103068,74360,0
2152,103150,74298,0
2149,103118,74252,0
2148,103069,74328,0
2152,103070,74308,0
2152,103083,74299,0
2154,103143,74269,0
2144,103093,74303,0
2192,103131,74300,0
2146,103084,74343,0
2148,103128,74285,0
2137,103141,74255,0
2138,103110,74324,0
2152,103138,74314,0
2130,103101,74306,0
2134,103071,74314,0
2144,103187,74304,0
2141,103114,74314,0
2141,103087,74318,0
2132,103095,74323,0
2120,103135,74327,0
2152,103164,74296,0
2186,103114,74271,0
2150,103101,74388,0
2161,103130,74307,0
2164,103125,74260,0
2192,103089,74345,0
2153,103165,74307,0
2124,103108,74343,0
2122,103046,74310,0
2116,103192,74322,0
2108,103118,74322,0
2164,103124,74321,0
2156,103130,74354,0
2170,103111,74346,0
2152,103180,74316,0
2141,103109,74309,0
2160,103150,74318,0
2129,103142,74348,0
2134,103153,74330,0
2132,103113,74310,0
2168,103111,74337,0
2152,103160,74344,0
2146,103107,74310,0
2120,103100,74355,0
2144,103177,74308,0
2136,103116,74354,0
2148,103111,74336,0
2140,103149,74327,0
2140,103165,74350,0
2164,103148,74325,0
2138,103119,74304,0
2124,103123,74389,0
2124,103165,74346,0
2120,103148,74280,0
2144,103121,74353,0
2114,103173,74350,0
2093,103117,74334,0
2130,103102,74378,0
2122,103200,74325,0
2100,103143,74342,0
2098,103064,74387,0
2114,103154,74340,0
2118,103145,74355,0
2144,103120,74298,0
2146,103155,74326,0
2140,103121,74404,0
2136,103154,74343,0
2138,103156,74331,0
2132,103152,74327,0
2136,103131,74360,0
2129,103101,74353,0
2140,103151,74314,0
2124,103166,74376,0
2124,103146,74314,0
2164,103126,74320,0
2160,103092,74399,0
2136,103186,74325,0
2136,103146,74331,0
2152,103076,74350,0
2152,103166,74376,0
2136,103100,74368,0
2146,103125,74350,0
2164,103153,74321,0
2174,103121,74385,0
2192,103125,74374,0
2188,103126,74320,0
2194,103154,74390,0
2194,103161,74326,0
2200,103118,74330,0
2196,103105,74403,0
2192,103161,74361,0
2168,103165,74289,0
2172,103102,74376,0
2172,103167,74366,0
2160,103098,74386,0
2192,103092,74349,0
2192,103200,74344,0
2198,103123,74374,0
2200,103121,74361,0
2204,103102,74364,0
2201,103137,74371,0
2209,103163,74330,0
2224,103090,74363,0
2194,103120,74365,0
2196,103105,74377,0
2204,103176,74359,0
2196,103109,74284,0
2200,103113,74419,0
2192,103156,74388,0
2186,103135,74347,0
2178,103124,74376,0
2168,103159,74336,0
2180,103115,74412,0
2162,103069,74361,0
2160,103185,74359,0
2156,103154,74380,0
2168,103145,74346,0
2152,103123,74381,0
2130,103128,74410,0
2164,103180,74364,0
2168,103145,74336,0
2172,103112,74406,0
2178,103168,74384,0
2148,103139,74398,0
2148,103101,74387,0
2154,103191,74364,0
2152,103132,74424,0
2180,103138,74382,0
2172,103147,74358,0
2148,103158,74412,0
2166,103169,74386,0
2160,103142,74388,0
2152,103105,74396,0
2161,103165,74344,0
2154,103144,74401,0
2156,103104,74411,0
2148,103176,74407,0
2156,103127,74384,0
2168,103116,74403,0
2170,103192,74375,0
2170,103104,74411,0
2168,103129,74392,0
2165,103152,74357,0
2168,103172,74408,0
2178,103183,74365,0
2160,103155,74365,0
2164,103119,74456,0
2154,103184,74376,0
2160,103154,74343,0
2156,103104,74403,0
2152,103161,74430,0
2149,103116,74400,0
2149,103110,74409,0
2138,103219,74377,0
2120,103138,74417,0
2124,103129,74412,0
2140,103156,74393,0
2140,103165,74433,0
2166,103166,74385,0
2174,103153,74339,0
2175,103131,74435,0
2188,103192,74395,0
2212,103169,74434,0
2186,103175,74376,0
2176,103163,74402,0
2144,103144,74427,0
2170,103130,74407,0
2168,103181,74426,0
2164,103181,74380,0
2149,103129,74392,0
2172,103117,74466,0
2160,103214,74399,0
2152,103160,74402,0
2152,103099,74408,0
2152,103189,74438,0
2144,103123,74426,0
2148,103135,74399,0
2161,103221,74405,0
2156,103156,74455,0
2164,103156,74415,0
2164,103171,74412,0
2173,103164,74439,0
2172,103186,74399,0
2176,103141,74383,0
2192,103116,74472,0
2162,103186,74402,0
2121,103156,74361,0
2129,103137,74453,0
2122,103193,74444,0
2115,103120,74425,0
2136,103129,74431,0
2112,103233,74397,0
2128,103150,74426,0
2116,103141,74442,0
2122,103160,74434,0
2108,103162,74386,0
2098,103153,74452,0
2102,103162,74434,0
2097,103145,74453,0
2108,103106,74441,0
2096,103224,74424,0
2094,103154,74418,0
2047,103171,74442,0
2066,103139,74422,0
2084,103170,74462,0
2072,103220,74409,0
2080,103150,74374,0
2077,103152,74506,0
2080,103165,74448,0
2092,103160,74383,0
2100,103149,74461,0
2124,103211,74414,0
2144,103154,74449,0
2137,103093,74465,0
2204,103232,74428,0
2242,103177,74438,0
2290,103149,74441,0
2354,103156,74449,0
2388,103157,74448,0
2458,103206,74431,0
2552,103154,74370,0
2618,103141,74504,0
2714,103183,74472,0
2796,103179,74400,0
2876,103152,74460,0
2958,103219,74408,0
3050,103157,74394,0
3136,103150,74476,0
3232,103180,74415,0
3327,103179,74437,0
3408,103098,74426,0
3500,103182,74461,0
3556,103135,74393,0
3612,103188,74493,0
3652,103206,74422,0
3666,103161,74455,0
3662,103112,74477,0
3650,103205,74450,0
3620,103181,74475,0
3592,103186,74443,0
3552,103178,74457,0
3496,103143,74494,0
3444,103219,74440,0
3376,103178,74375,0
3316,103161,74470,0
3240,103195,74474,0
3160,103134,74441,0
3071,103157,74495,0
3000,103216,74450,0
2920,103160,74462,0
2820,103118,74481,0
2766,103207,74451,0
2704,103200,74472,0
2614,103162,74434,0
2576,103175,74451,0
2520,103158,74513,0
2472,103214,74448,0
2430,103184,74401,0
2384,103185,74423,0
2348,103185,74470,0
2298,103181,74466,0
2261,103162,74457,0
2232,103215,74448,0
2192,103218,74438,0
2156,103162,74509,0
2128,103188,74465,0
2104,103201,74446,0
2064,103165,74456,0
2044,103195,74460,0
2032,103162,74445,0
1988,103164,74503,0
1972,103218,74462,0
1954,103162,74400,0
1941,103157,74522,0
1926,103180,74457,0
1922,103193,74449,0
1896,103147,74475,0
1898,103215,74445,0
1890,103154,74505,0
1882,103117,74480,0
1886,103217,74467,0
1874,103185,74485,0
1836,103171,74451,0
1837,103171,74474,0
1824,103154,74514,0
1800,103214,74471,0
1868,103186,74409,0
1842,103163,74517,0
1832,103199,74492,0
1754,103163,74476,0
1806,103199,74459,0
1786,103216,74474,0
1830,103182,74515,0
1829,103178,74500,0
1832,103215,74448,0
1834,103198,74494,0
1848,103188,74451,0
1845,103176,74478,0
1848,103157,74542,0
1852,103223,74468,0
1860,103186,74436,0
1858,103164,74512,0
1820,103198,74493,0
1862,103153,74497,0
1872,103149,74501,0
1869,103248,74478,0
1876,103170,74505,0
1876,103161,74492,0
1864,103177,74483,0
1872,103205,74509,0
1860,103201,74462,0
