ECG,IR,PCG
2752,38231,0
2772,38207,0
2832,38236,0
2936,38196,0
3056,38211,0
3213,38223,0
3336,38208,0
3504,38223,0
3552,38208,0
3664,38221,0
3664,38195,0
3712,38199,0
3628,38224,0
3552,38201,0
3440,38232,0
3384,38177,0
3264,38208,0
3154,38213,0
3072,38192,0
3008,38215,0
2953,38190,0
2968,38211,0
3036,38177,0
3140,38183,0
3312,38204,0
3474,38192,0
3512,38190,0
3632,38193,0
3736,38212,0
3792,38204,0
3816,38194,0
3812,38164,0
3764,38178,0
3676,38196,0
3560,38172,0
3432,38196,0
3320,38172,0
3225,38178,0
3116,38186,0
3108,38175,0
3032,38193,0
3112,38171,0
3136,38187,0
3296,38160,0
3384,38171,0
3520,38192,0
3660,38168,0
3856,38191,0
3936,38162,0
4004,38165,0
4032,38179,0
4020,38147,0
3912,38182,0
3809,38169,0
3693,38188,0
3576,38136,0
3496,38152,0
3380,38180,0
3274,38165,0
3188,38165,0
3176,38146,0
3196,38152,0
3256,38157,0
3364,38171,0
3496,38142,0
3632,38148,0
3760,38175,0
3872,38144,0
3964,38170,0
4040,38140,0
4048,38154,0
4092,38154,0
3984,38147,0
3912,38160,0
3776,38141,0
3640,38168,0
3488,38129,0
3396,38142,0
3296,38160,0
3312,38148,0
3274,38157,0
3296,38148,0
3392,38139,0
3474,38150,0
3560,38136,0
3684,38162,0
3824,38130,0
3946,38151,0
4064,38116,0
4095,38129,0
4032,38130,0
4016,38156,0
3952,38101,0
3848,38129,0
3736,38141,0
3612,38128,0
3524,38126,0
3380,38149,0
3296,38125,0
3252,38143,0
3236,38108,0
3270,38116,0
3360,38147,0
3484,38119,0
3544,38141,0
3736,38109,0
3838,38119,0
3976,38138,0
4000,38116,0
4040,38134,0
4040,38114,0
4095,38131,0
4056,38105,0
3944,38117,0
3824,38139,0
3692,38103,0
3520,38137,0
3416,38094,0
3328,38121,0
3276,38119,0
3304,38106,0
3344,38115,0
3450,38115,0
3580,38124,0
3720,38115,0
3839,38103,0
3952,38124,0
4024,38111,0
4040,38122,0
4040,38098,0
4020,38118,0
3968,38103,0
3900,38106,0
3768,38123,0
3700,38104,0
3528,38133,0
3464,38080,0
3352,38100,0
3364,38128,0
3292,38098,0
3320,38121,0
3464,38094,0
3584,38103,0
3696,38116,0
3864,38098,0
3952,38127,0
4068,38104,0
4048,38120,0
4074,38092,0
4076,38099,0
4048,38118,0
4048,38105,0
3930,38128,0
3768,38115,0
3616,38109,0
3504,38074,0
3416,38103,0
3352,38088,0
3320,38092,0
3312,38091,0
3344,38117,0
3392,38089,0
3544,38124,0
3672,38092,0
3839,38098,0
3896,38111,0
4064,38089,0
4064,38117,0
